資料番号	資料名	資料内漢字番号	資料内漢語番号	単字_見出し	単字_出現形	漢語_見出し	漢語_出現形	漢語_alphabet	語種	位置	単字長さ	声点	声点型	仮名注	仮名型	反切	類音	節博士	その他	出現位置	備考	単字_alphabet
50-041-01	邦訳日葡辞書	963	502	米	米	米國	米国	beicocu		1	2			ベイ	ベイコク					052l		bei
50-041-01	邦訳日葡辞書	964	502	國	国	米國	米国	beicocu		2	2			コク	ベイコク					052l		cocu
50-041-01	邦訳日葡辞書	965	503	米	米	米穀	米穀	beicocu		1	2			ベイ	ベイコク					052r	2項目を統合	bei
50-041-01	邦訳日葡辞書	966	503	穀	穀	米穀	米穀	beicocu		2	2			コク	ベイコク					052r	2項目を統合	cocu
50-041-01	邦訳日葡辞書	967	504	米	米	米花	米花	beiqua		1	2			ベイ	ベイクヮ					052r		bei
50-041-01	邦訳日葡辞書	968	504	花	花	米花	米花	beiqua		2	1			クヮ	ベイクヮ					052r		qua
50-041-01	邦訳日葡辞書	969	505	米	米	米粒	米粒	beiri_		1	2			ベイ	ベイリュゥ					052r		bei
50-041-01	邦訳日葡辞書	970	505	粒	粒	米粒	米粒	beiri_		2	2			リュゥ	ベイリュゥ					052r		ri_
50-041-01	邦訳日葡辞書	971	506	吠	吠	吠瑠璃	吠瑠璃	beiruri		1	2			ベイ	ベイルリ					052r†		bei
50-041-01	邦訳日葡辞書	972	506	瑠	瑠	吠瑠璃	吠瑠璃	beiruri		2	1			ル	ベイルリ					052r†		ru
50-041-01	邦訳日葡辞書	973	506	璃	璃	吠瑠璃	吠瑠璃	beiruri		3	1			リ	ベイルリ					052r†		ri
50-041-01	邦訳日葡辞書	974	507	米	米	米錢	米銭	beixen		1	2			ベイ	ベイセン					052r		bei
50-041-01	邦訳日葡辞書	975	507	錢	銭	米錢	米銭	beixen		2	2			セン	ベイセン					052r		xen
50-041-01	邦訳日葡辞書	976	508	弁	弁	弁別	弁別	bembet		1	2			ベム	ベムベっ					052r†		bem
50-041-01	邦訳日葡辞書	977	508	別	別	弁別	弁別	bembet		2	2			ベっ	ベムベっ					052r†		bet
50-041-01	邦訳日葡辞書	978	509	弁	弁	弁	弁	ben		1	2			ベン	ベン					052r		ben
50-041-01	邦訳日葡辞書	979	510	便	便	便便	便便	benben		1	2			ベン	ベンベン				見出し語出現形：benbento xite	052r		ben
50-041-01	邦訳日葡辞書	980	510	便	便	便便	便便	benben		2	2			ベン	ベンベン				見出し語出現形：benbento xite	052r		ben
50-041-01	邦訳日葡辞書	981	511	便	便	便	便として	bento xite	混種語	1	2			ベン	ベントシテ					052r		ben
50-041-01	邦訳日葡辞書	982	512	弁	弁	弁口	弁口	benc_		1	2			ベン	ベンコゥ					052r	複合派生項目：benc_na	ben
50-041-01	邦訳日葡辞書	983	512	口	口	弁口	弁口	benc_		2	2			コゥ	ベンコゥ					052r	複合派生項目：benc_na	c_
50-041-01	邦訳日葡辞書	984	513	弁	弁	弁口者	弁口者	benc_ja		1	2			ベン	ベンコゥジャ				"見出し語出現形：benc_ja. l, benc_xa"	052r		ben
50-041-01	邦訳日葡辞書	985	513	口	口	弁口者	弁口者	benc_ja		2	2			コゥ	ベンコゥジャ				"見出し語出現形：benc_ja. l, benc_xa"	052r		c_
50-041-01	邦訳日葡辞書	986	513	者	者	弁口者	弁口者	benc_ja		3	1			ジャ	ベンコゥジャ				"見出し語出現形：benc_ja. l, benc_xa"	052r		ja
50-041-01	邦訳日葡辞書	987	514	弁	弁	弁口者	弁口者	benc_xa		1	2			ベン	ベンコゥシャ				"見出し語出現形：benc_ja. l, benc_xa"	052rＬ		ben
50-041-01	邦訳日葡辞書	988	514	口	口	弁口者	弁口者	benc_xa		2	2			コゥ	ベンコゥシャ				"見出し語出現形：benc_ja. l, benc_xa"	052rＬ		c_
50-041-01	邦訳日葡辞書	989	514	者	者	弁口者	弁口者	benc_xa		3	1			シャ	ベンコゥシャ				"見出し語出現形：benc_ja. l, benc_xa"	052rＬ		xa
50-041-01	邦訳日葡辞書	990	515	大	大	紅大根	紅大根	benidaicon	混種語	2	2			ダイ	ベニダイコン					052r		dai
50-041-01	邦訳日葡辞書	991	515	根	根	紅大根	紅大根	benidaicon	混種語	3	2			コン	ベニダイコン					052r		con
50-041-01	邦訳日葡辞書	992	516	弁	弁	弁者	弁者	benja		1	2			ベン	ベンジャ					053l		ben
50-041-01	邦訳日葡辞書	993	516	者	者	弁者	弁者	benja		2	1			ジャ	ベンジャ					053l		ja
50-041-01	邦訳日葡辞書	994	517	弁	弁	弁舌	弁舌	benjet		1	2			ベン	ベンゼっ					053l	複合派生項目：benjetna	ben
50-041-01	邦訳日葡辞書	995	517	舌	舌	弁舌	弁舌	benjet		2	2			ゼっ	ベンゼっ					053l	複合派生項目：benjetna	jet
50-041-01	邦訳日葡辞書	996	518	弁	弁	弁舌者	弁舌者	benjetxa		1	2			ベン	ベンゼっシャ					053l		ben
50-041-01	邦訳日葡辞書	997	518	舌	舌	弁舌者	弁舌者	benjetxa		2	2			ゼっ	ベンゼっシャ					053l		jet
50-041-01	邦訳日葡辞書	998	518	者	者	弁舌者	弁舌者	benjetxa		3	1			シャ	ベンゼっシャ					053l		xa
50-041-01	邦訳日葡辞書	999	519	弁	弁	弁	弁じ	benji	混種語	1	2			ベンじ	ベンジ				"見出し語出現形：benji, zuru, ita."	053l	2項目を統合	benji
50-041-01	邦訳日葡辞書	1000	520	便	便	便佞	便佞	bennei		1	2			ベン	ベンネイ					053l		ben
50-041-01	邦訳日葡辞書	1001	520	佞	佞	便佞	便佞	bennei		2	2			ネイ	ベンネイ					053l		nei
50-041-01	邦訳日葡辞書	1002	521	弁	弁	弁利	弁利	benri		1	2			ベン	ベンリ					053l		ben
50-041-01	邦訳日葡辞書	1003	521	利	利	弁利	弁利	benri		2	1			リ	ベンリ					053l		ri
50-041-01	邦訳日葡辞書	1004	522	鞭	鞭	鞭策	鞭策	b_sacu		1	2			ベン	ベンサク					053l		b_
50-041-01	邦訳日葡辞書	1005	522	策	策	鞭策	鞭策	b_sacu		2	2			サク	ベンサク					053l		sacu
50-041-01	邦訳日葡辞書	1006	523	弁	弁	弁濟	弁済	bensai		1	2			ベン	ベンサイ					053l		ben
50-041-01	邦訳日葡辞書	1007	523	濟	済	弁濟	弁済	bensai		2	2			サイ	ベンサイ					053l		sai
50-041-01	邦訳日葡辞書	1008	524	弁	弁	弁才	弁才	bensai		1	2			ベン	ベンサイ					053l		ben
50-041-01	邦訳日葡辞書	1009	524	才	才	弁才	弁才	bensai		2	2			サイ	ベンサイ					053l		sai
50-041-01	邦訳日葡辞書	1010	525	鞭	鞭	鞭_	鞭_	bensui		1	2			ベン	ベンスイ					053l†		ben
50-041-01	邦訳日葡辞書	1011	525	_	_	鞭_	鞭_	bensui		2	2			スイ	ベンスイ					053l†		sui
50-041-01	邦訳日葡辞書	1012	526	便	便	便當	便当	bento_		1	2			ベン	ベンタゥ				推定表記出現形：便当・弁当	053l	複合派生項目：bento_na	ben
50-041-01	邦訳日葡辞書	1013	526	當	当	便當	便当	bento_		2	2			タゥ	ベンタゥ				推定表記出現形：便当・弁当	053l	複合派生項目：bento_na	to_
50-041-01	邦訳日葡辞書	1014	527	弁	弁	弁當	弁当	bento_		1	2			ベン	ベンタゥ				推定表記出現形：便当・弁当	053l	複合派生項目：bento_na	ben
50-041-01	邦訳日葡辞書	1015	527	當	当	弁當	弁当	bento_		2	2			タゥ	ベンタゥ				推定表記出現形：便当・弁当	053l	複合派生項目：bento_na	to_
50-041-01	邦訳日葡辞書	1016	528	弁	弁	弁得	弁得	bentocu		1	2			ベン	ベントク					053l		ben
50-041-01	邦訳日葡辞書	1017	528	得	得	弁得	弁得	bentocu		2	2			トク	ベントク					053l		tocu
50-041-01	邦訳日葡辞書	1018	529	便	便	便當者	便当者	bento_xa		1	2			ベン	ベンタゥシャ				推定表記出現形：便当者・弁当者	053l		ben
50-041-01	邦訳日葡辞書	1019	529	當	当	便當者	便当者	bento_xa		2	2			タゥ	ベンタゥシャ				推定表記出現形：便当者・弁当者	053l		to_
50-041-01	邦訳日葡辞書	1020	529	者	者	便當者	便当者	bento_xa		3	1			シャ	ベンタゥシャ				推定表記出現形：便当者・弁当者	053l		xa
50-041-01	邦訳日葡辞書	1021	530	弁	弁	弁當者	弁当者	bento_xa		1	2			ベン	ベンタゥシャ				推定表記出現形：便当者・弁当者	053l		ben
50-041-01	邦訳日葡辞書	1022	530	當	当	弁當者	弁当者	bento_xa		2	2			タゥ	ベンタゥシャ				推定表記出現形：便当者・弁当者	053l		to_
50-041-01	邦訳日葡辞書	1023	530	者	者	弁當者	弁当者	bento_xa		3	1			シャ	ベンタゥシャ				推定表記出現形：便当者・弁当者	053l		xa
50-041-01	邦訳日葡辞書	1024	531	弁	弁	弁濟	弁済	benxei		1	2			ベン	ベンセイ					053l		ben
50-041-01	邦訳日葡辞書	1025	531	濟	済	弁濟	弁済	benxei		2	2			セイ	ベンセイ					053l		xei
50-041-01	邦訳日葡辞書	1026	532	弁	弁	弁償	弁償	benxo_		1	2			ベン	ベンシャゥ					053l		ben
50-041-01	邦訳日葡辞書	1027	532	償	償	弁償	弁償	benxo_		2	2			シャゥ	ベンシャゥ					053l		xo_
50-041-01	邦訳日葡辞書	1028	533	鞭	鞭	鞭筍	鞭筍	benxun		1	2			ベン	ベンシュン					053l		ben
50-041-01	邦訳日葡辞書	1029	533	筍	筍	鞭筍	鞭筍	benxun		2	2			シュン	ベンシュン					053l		xun
50-041-01	邦訳日葡辞書	1030	534	鞭	鞭	鞭影	鞭影	benyei		1	2			ベン	ベンエイ					053l		ben
50-041-01	邦訳日葡辞書	1031	534	影	影	鞭影	鞭影	benyei		2	2			エイ	ベンエイ					053l		yei
50-041-01	邦訳日葡辞書	1032	535	弁	弁	弁財天	弁財天	benzaiten		1	2			ベン	ベンザイテン					053l		ben
50-041-01	邦訳日葡辞書	1033	535	財	財	弁財天	弁財天	benzaiten		2	2			ザイ	ベンザイテン					053l		zai
50-041-01	邦訳日葡辞書	1034	535	天	天	弁財天	弁財天	benzaiten		3	2			テン	ベンザイテン					053l		ten
50-041-01	邦訳日葡辞書	1035	536	弁	弁	弁濟使	弁済使	benzaxi		1	2			ベン	ベンザシ					053r		ben
50-041-01	邦訳日葡辞書	1036	536	濟	済	弁濟使	弁済使	benzaxi		2	1			ザ	ベンザシ					053r		za
50-041-01	邦訳日葡辞書	1037	536	使	使	弁濟使	弁済使	benzaxi		3	1			シ	ベンザシ					053r		xi
50-041-01	邦訳日葡辞書	1038	537	廟	廟	廟	廟	be_		1	2			ベゥ	ベゥ					053r		be_
50-041-01	邦訳日葡辞書	1039	538	渺	渺	渺渺	渺渺	be_be_		1	2			ベゥ	ベゥベゥ					053r		be_
50-041-01	邦訳日葡辞書	1040	538	渺	渺	渺渺	渺渺	be_be_		2	2			ベゥ	ベゥベゥ					053r		be_
50-041-01	邦訳日葡辞書	1041	539	渺	渺	渺茫	渺茫	be_bo_		1	2			ベゥ	ベゥバゥ					053r		be_
50-041-01	邦訳日葡辞書	1042	539	茫	茫	渺茫	渺茫	be_bo_		2	2			バゥ	ベゥバゥ					053r		bo_
50-041-01	邦訳日葡辞書	1043	540	病	病	病氣	病気	beo_qi		1	2			ベャゥ	ベャゥキ					053r		beo_
50-041-01	邦訳日葡辞書	1044	540	氣	気	病氣	病気	beo_qi		2	1			キ	ベャゥキ					053r		qi
50-041-01	邦訳日葡辞書	1045	541	苗	苗	苗子	苗子	be_xi		1	2			ベゥ	ベゥシ					053r		be_
50-041-01	邦訳日葡辞書	1046	541	子	子	苗子	苗子	be_xi		2	1			シ	ベゥシ					053r		xi
50-041-01	邦訳日葡辞書	1047	542	苗	苗	苗裔	苗裔	be_yei		1	2			ベゥ	ベゥエイ					053r		be_
50-041-01	邦訳日葡辞書	1048	542	裔	裔	苗裔	苗裔	be_yei		2	2			エイ	ベゥエイ					053r		yei
50-041-01	邦訳日葡辞書	1049	543	別	別	別法	別法	bepp_		1	2			ベッ	ベッポゥ					053r		bep
50-041-01	邦訳日葡辞書	1050	543	法	法	別法	別法	bepp_		2	2			ポゥ	ベッポゥ					053r		p_
50-041-01	邦訳日葡辞書	1051	544	別	別	別夫	別夫	beppu		1	2			ベッ	ベップ					053r		bep
50-041-01	邦訳日葡辞書	1052	544	夫	夫	別夫	別夫	beppu		2	1			プ	ベップ					053r		pu
50-041-01	邦訳日葡辞書	1053	545	別	別	別腹	別腹	beppucu		1	2			ベッ	ベップク					053r		bep
50-041-01	邦訳日葡辞書	1054	545	腹	腹	別腹	別腹	beppucu		2	2			プク	ベップク					053r		pucu
50-041-01	邦訳日葡辞書	1055	546	別	別	別作	別作	bessacu		1	2			ベッ	ベッサク					053r		bes
50-041-01	邦訳日葡辞書	1056	546	作	作	別作	別作	bessacu		2	2			サク	ベッサク					053r		sacu
50-041-01	邦訳日葡辞書	1057	547	別	別	別妻	別妻	bessai		1	2			ベッ	ベッサイ					053r		bes
50-041-01	邦訳日葡辞書	1058	547	妻	妻	別妻	別妻	bessai		2	2			サイ	ベッサイ					053r		sai
50-041-01	邦訳日葡辞書	1059	548	別	別	別相	別相	besso_		1	2			ベッ	ベッサゥ					053r		bes
50-041-01	邦訳日葡辞書	1060	548	相	相	別相	別相	besso_		2	2			サゥ	ベッサゥ					053r		so_
50-041-01	邦訳日葡辞書	1061	549	別	別	別	別	bet		1	2			ベっ	ベっ					053r		bet
50-041-01	邦訳日葡辞書	1062	550	別	別	別別	別別	betbet		1	2			ベっ	ベっベっ				見出し語出現形：betbetni	053r†		bet
50-041-01	邦訳日葡辞書	1063	550	別	別	別別	別別	betbet		2	2			ベっ	ベっベっ				見出し語出現形：betbetni	053r†		bet
50-041-01	邦訳日葡辞書	1064	551	別	別	別敕	別勅	betchocu		1	2			ベっ	ベっチョク					053r†		bet
50-041-01	邦訳日葡辞書	1065	551	敕	勅	別敕	別勅	betchocu		2	2			チョク	ベっチョク					053r†		chocu
50-041-01	邦訳日葡辞書	1066	552	別	別	別段	別段	betdan		1	2			ベっ	ベっダン					053r		bet
50-041-01	邦訳日葡辞書	1067	552	段	段	別段	別段	betdan		2	2			ダン	ベっダン					053r		dan
50-041-01	邦訳日葡辞書	1068	553	別	別	別談	別談	betd_		1	2			ベっ	ベっダン					053r		bet
50-041-01	邦訳日葡辞書	1069	553	談	談	別談	別談	betd_		2	2			ダン	ベっダン					053r		d_
50-041-01	邦訳日葡辞書	1070	554	別	別	別段	別段	betdan		1	2			ベっ	ベっダン					053r		bet
50-041-01	邦訳日葡辞書	1071	554	段	段	別段	別段	betdan		2	2			ダン	ベっダン					053r		dan
50-041-01	邦訳日葡辞書	1072	555	別	別	別傳	別伝	betden		1	2			ベっ	ベっデン					053r		bet
50-041-01	邦訳日葡辞書	1073	555	傳	伝	別傳	別伝	betden		2	2			デン	ベっデン					053r		den
50-041-01	邦訳日葡辞書	1074	556	別	別	別道	別道	betdo_		1	2			ベっ	ベっダゥ					053r		bet
50-041-01	邦訳日葡辞書	1075	556	道	道	別道	別道	betdo_		2	2			ダゥ	ベっダゥ					053r		do_
50-041-01	邦訳日葡辞書	1076	557	別	別	別儀	別儀	betgui		1	2			ベっ	ベっギ					053r†		bet
50-041-01	邦訳日葡辞書	1077	557	儀	儀	別儀	別儀	betgui		2	1			ギ	ベっギ					053r†		gui
50-041-01	邦訳日葡辞書	1078	558	別	別	別業	別業	betgui_		1	2			ベっ	ベっギョゥ					053r		bet
50-041-01	邦訳日葡辞書	1079	558	業	業	別業	別業	betgui_		2	2			ギョゥ	ベっギョゥ					053r		gui_
50-041-01	邦訳日葡辞書	1080	559	別	別	別後	別後	betgo		1	2			ベっ	ベっゴ					054l		bet
50-041-01	邦訳日葡辞書	1081	559	後	後	別後	別後	betgo		2	1			ゴ	ベっゴ					054l		go
50-041-01	邦訳日葡辞書	1082	560	別	別	別願	別願	betguan		1	2			ベっ	ベっグヮン					054l		bet
50-041-01	邦訳日葡辞書	1083	560	願	願	別願	別願	betguan		2	2			グヮン	ベっグヮン					054l		guan
50-041-01	邦訳日葡辞書	1084	561	別	別	別條	別条	betgi_		1	2			ベっ	ベっヂョゥ					054l	2項目を統合	bet
50-041-01	邦訳日葡辞書	1085	561	條	条	別條	別条	betgi_		2	2			ヂョゥ	ベっヂョゥ					054l	2項目を統合	gi_
50-041-01	邦訳日葡辞書	1086	562	別	別	別意	別意	beti		1	2			ベっ	ベっイ					054l†		bet
50-041-01	邦訳日葡辞書	1087	562	意	意	別意	別意	beti		2	1			イ	ベっイ					054l†		i
50-041-01	邦訳日葡辞書	1088	563	別	別	別事	別事	betji		1	2			ベっ	ベっジ					054l		bet
50-041-01	邦訳日葡辞書	1089	563	事	事	別事	別事	betji		2	1			ジ	ベっジ					054l		ji
50-041-01	邦訳日葡辞書	1090	564	別	別	別時	別時	betji		1	2			ベっ	ベっジ				"語形注記：Melius, Bechiji."	054l		bet
50-041-01	邦訳日葡辞書	1091	564	時	時	別時	別時	betji		2	1			ジ	ベっジ				"語形注記：Melius, Bechiji."	054l		ji
50-041-01	邦訳日葡辞書	1092	565	別	別	別寺	別寺	betji		1	2			ベっ	ベっジ					054l		bet
50-041-01	邦訳日葡辞書	1093	565	寺	寺	別寺	別寺	betji		2	1			ジ	ベっジ					054l		ji
50-041-01	邦訳日葡辞書	1094	566	別	別	別人	別人	betjin		1	2			ベっ	ベっジン					054l		bet
50-041-01	邦訳日葡辞書	1095	566	人	人	別人	別人	betjin		2	2			ジン	ベっジン					054l		jin
50-041-01	邦訳日葡辞書	1096	567	別	別	別術	別術	betjut		1	2			ベっ	ベっジュっ					054l		bet
50-041-01	邦訳日葡辞書	1097	567	術	術	別術	別術	betjut		2	2			ジュっ	ベっジュっ					054l		jut
50-041-01	邦訳日葡辞書	1098	568	別	別	別物	別物	betmot		1	2			ベっ	ベっモっ					054l		bet
50-041-01	邦訳日葡辞書	1099	568	物	物	別物	別物	betmot		2	2			モっ	ベっモっ					054l		mot
50-041-01	邦訳日葡辞書	1100	569	別	別	別	別に	betni	混種語	1	2			ベっ	ベっニ					054l		bet
50-041-01	邦訳日葡辞書	1101	570	別	別	別離	別離	betri		1	2			ベっ	ベっリ					054l		bet
50-041-01	邦訳日葡辞書	1102	570	離	離	別離	別離	betri		2	1			リ	ベっリ					054l		ri
50-041-01	邦訳日葡辞書	1103	571	別	別	別流	別流	betri_		1	2			ベっ	ベっリュゥ					054l		bet
50-041-01	邦訳日葡辞書	1104	571	流	流	別流	別流	betri_		2	2			リュゥ	ベっリュゥ					054l		ri_
50-041-01	邦訳日葡辞書	1105	572	別	別	別涙	別涙	betrui		1	2			ベっ	ベっルイ					054l		bet
50-041-01	邦訳日葡辞書	1106	572	涙	涙	別涙	別涙	betrui		2	2			ルイ	ベっルイ					054l		rui
50-041-01	邦訳日葡辞書	1107	573	別	別	別類	別類	betrui		1	2			ベっ	ベっルイ					054l		bet
50-041-01	邦訳日葡辞書	1108	573	類	類	別類	別類	betrui		2	2			ルイ	ベっルイ					054l		rui
50-041-01	邦訳日葡辞書	1109	574	別	別	別宅	別宅	bettacu		1	2			ベッ	ベッタク					054l		bet
50-041-01	邦訳日葡辞書	1110	574	宅	宅	別宅	別宅	bettacu		2	2			タク	ベッタク					054l		tacu
50-041-01	邦訳日葡辞書	1111	575	別	別	別體	別体	bettai		1	2			ベッ	ベッタイ					054l		bet
50-041-01	邦訳日葡辞書	1112	575	體	体	別體	別体	bettai		2	2			タイ	ベッタイ					054l		tai
50-041-01	邦訳日葡辞書	1113	576	別	別	別當	別当	betto		1	2			ベッ	ベット					054l		bet
50-041-01	邦訳日葡辞書	1114	576	當	当	別當	別当	betto		2	1			ト	ベット					054l		to
50-041-01	邦訳日葡辞書	1115	577	別	別	別當	別当	betto_		1	2			ベッ	ベッタゥ					054l†		bet
50-041-01	邦訳日葡辞書	1116	577	當	当	別當	別当	betto_		2	2			タゥ	ベッタゥ					054l†		to_
50-041-01	邦訳日葡辞書	1117	578	別	別	別用	別用	bety_		1	2			ベっ	ベっヨゥ					054l		bet
50-041-01	邦訳日葡辞書	1118	578	用	用	別用	別用	bety_		2	2			ヨゥ	ベっヨゥ					054l		y_
50-041-01	邦訳日葡辞書	1119	579	別	別	別友	別友	bety_		1	2			ベっ	ベっユゥ					054l		bet
50-041-01	邦訳日葡辞書	1120	579	友	友	別友	別友	bety_		2	2			ユゥ	ベっユゥ					054l		y_
50-041-01	邦訳日葡辞書	1121	580	別	別	別紙	別紙	bexxi		1	2			ベッ	ベッシ					054r		bex
50-041-01	邦訳日葡辞書	1122	580	紙	紙	別紙	別紙	bexxi		2	1			シ	ベッシ					054r		xi
50-041-01	邦訳日葡辞書	1123	581	別	別	別子	別子	bexxi		1	2			ベッ	ベッシ					054r		bex
50-041-01	邦訳日葡辞書	1124	581	子	子	別子	別子	bexxi		2	1			シ	ベッシ					054r		xi
50-041-01	邦訳日葡辞書	1125	582	別	別	別心	別心	bexxin		1	2			ベッ	ベッシン					054r		bex
50-041-01	邦訳日葡辞書	1126	582	心	心	別心	別心	bexxin		2	2			シン	ベッシン					054r		xin
50-041-01	邦訳日葡辞書	1127	583	別	別	別	別して	bexxite	混種語	1	2			ベッし	ベッシテ					054r		bexxi
50-041-01	邦訳日葡辞書	1128	584	別	別	別所	別所	bexxo		1	2			ベッ	ベッショ					054r		bex
50-041-01	邦訳日葡辞書	1129	584	所	所	別所	別所	bexxo		2	1			ショ	ベッショ					054r		xo
